Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2010-06-09,8.981071472,8.996429443,8.660357475,8.685713768,7.343359947,854630000,,
2010-06-10,8.744285583,8.963570595,8.649999619,8.946785927,7.564086914,776356000,,
2010-06-11,8.865357399,9.066429138,8.834643364,9.053929329,7.654668331,545759200,,
2010-07-01,9.08214283,9.100000381,8.686429024,8.874285698,7.502786636,1022896000,,
2010-07-02,8.946070671,8.96178627,8.685713768,8.819286346,7.456288815,693842800,,
2010-07-06,8.964285851,9.028571129,8.791428566,8.87964344,7.507317066,615235600,,
2010-07-07,8.946070671,9.241786003,8.919643402,9.238213539,7.810472965,654556000,,
2010-07-08,9.374285698,9.389286041,9.103214264,9.217499733,7.792961121,738144400,,
2010-07-09,9.174642563,9.282142639,9.112856865,9.272143364,7.839157581,433322400,,
2010-07-12,9.233214378,9.35178566,9.102143288,9.188928604,7.768804073,562878400,,
2010-08-02,9.301428795,9.378213882,9.272143364,9.35178566,7.906492233,428055600,,
2010-08-03,9.321785927,9.402142525,9.265000343,9.354642868,7.908907413,417653600,,
2010-08-04,9.387143135,9.438570976,9.296786308,9.39214325,7.94061327,420375200,,
2010-08-05,9.347499847,9.39928627,9.305356979,9.346428871,7.901962757,289097200,,
2010-08-06,9.277856827,9.338929176,9.201070786,9.288928986,7.853352547,444897600,,
2010-08-09,9.338570595,9.362500191,9.270357132,9.348214149,7.903472424,303128000,,
2010-08-10,9.280357361,9.301786423,9.198213577,9.264642715,7.832818508,451920000,,
2010-08-11,9.121429443,9.131786346,8.921786308,8.935357094,7.554420948,620054400,,
2010-08-12,8.810357094,9.03928566,8.789999962,8.992500305,7.602733612,534920400,,
2010-09-01,8.838213921,8.980713844,8.795714378,8.940357208,7.558647156,697037600,,
2010-09-02,8.973570824,9.006071091,8.87749958,9.006071091,7.614209652,415427600,,
2010-09-03,9.110357285,9.242142677,9.089285851,9.241786003,7.813492298,520788800,,
2010-09-07,9.165714264,9.268928528,9.151785851,9.207500458,7.784505844,342557600,,
2010-09-08,9.277856827,9.442500114,9.253570557,9.390000343,7.938802719,526551200,,
2010-09-09,9.465714455,9.5185709,9.390000343,9.395357132,7.943331242,438575200,,
2010-09-10,9.399642944,9.446429253,9.33571434,9.407500267,7.953596115,387542400,,
2010-10-01,10.21964264,10.23499966,10.04821396,10.09000015,8.530620575,448142800,,
2010-10-04,10.05714321,10.10357094,9.92035675,9.951429367,8.413461685,435302000,,
2010-10-05,10.07142925,10.33749962,10.06499958,10.31928635,8.724468231,501967200,,
2010-10-06,10.34249973,10.42821407,10.18785667,10.32821369,8.732019424,670868800,,
2010-10-07,10.36928558,10.3742857,10.24678612,10.32928562,8.732917786,408399600,,
2010-10-08,10.41821384,10.5178566,10.3571434,10.50249958,8.879367828,658403200,,
2010-10-11,10.52642918,10.61571407,10.52142906,10.54857063,8.918317795,427753200,,
2010-10-12,10.55035686,10.69642925,10.44607067,10.66214275,9.014341354,558544000,,
2010-11-01,10.79357147,10.91428566,10.79285717,10.86357117,9.184638023,423889200,,
2010-11-02,10.96428585,11.07821369,10.96428585,11.04857063,9.341041565,433930000,,
2010-11-03,11.12035656,11.17428589,11.01892853,11.17142868,9.444917679,508348400,,
2010-11-04,11.26607132,11.43500042,11.25107098,11.366786,9.610078812,642488000,,
2010-11-05,11.35678577,11.41321373,11.3125,11.32607079,9.575658798,361253200,,
2010-11-08,11.32857132,11.42035675,11.31285667,11.37928581,9.62064743,281758400,,
2010-11-09,11.46607113,11.47500038,11.2321434,11.28857136,9.543954849,383544000,,
2010-11-10,11.30857086,11.3846426,11.19821358,11.35821438,9.602833748,384227200,,
2010-11-11,11.25,11.37142944,11.22321415,11.30892944,9.561161995,361284000,,
2010-11-12,11.28571415,11.30357075,10.84392929,11.00107098,9.300885201,795846800,,
2010-12-01,11.2596426,11.34821415,11.25,11.30000019,9.553619385,461750800,,
2010-12-02,11.34035683,11.3928566,11.24607086,11.36250019,9.606456757,462837200,,
2010-12-03,11.32178593,11.38035679,11.29785728,11.33714294,9.585018158,342092800,,
2010-12-06,11.38000011,11.51178646,11.37214279,11.43392944,9.666847229,448481600,,
2010-12-07,11.56428623,11.57107067,11.36142921,11.3646431,9.608264923,391454000,,
2010-12-08,11.41535664,11.46500015,11.32535744,11.46464252,9.692814827,321935600,,
2010-12-09,11.50464344,11.5178566,11.3935709,11.42000008,9.655072212,294151200,,
2010-12-10,11.41607094,11.46607113,11.37857056,11.44857121,9.679223061,262511200,,
2011-01-03,11.63000011,11.79500008,11.60142899,11.77035713,9.951280594,445138400,,
2011-01-04,11.87285709,11.875,11.71964264,11.83178616,10.00321484,309080800,,
2011-01-05,11.76964283,11.94071388,11.7678566,11.92857075,10.08504295,255519600,,
2011-01-06,11.95428562,11.97321415,11.88928604,11.9189291,10.07688904,300428800,,
2011-01-07,11.92821407,12.01249981,11.85357094,12.00428581,10.14905357,311931200,,
2011-01-10,12.10107136,12.258214,12.04178619,12.23035717,10.34018898,448560000,,
2011-01-11,12.31714344,12.31999969,12.12392902,12.20142937,10.31573009,444108000,,
2011-01-12,12.25892925,12.30107117,12.21428585,12.30071354,10.39967346,302590400,,
2011-02-01,12.18928623,12.34464264,12.1778574,12.32250023,10.41809177,426633200,,
2011-02-02,12.30178642,12.3303566,12.26964283,12.29714298,10.39665508,258955200,,
2011-02-03,12.27857113,12.29428577,12.09107113,12.26571369,10.37007904,393797600,,
2011-02-04,12.27285671,12.38214302,12.26821423,12.375,10.46247673,321840400,,
2011-02-07,12.42464256,12.61607075,12.41571426,12.56714344,10.62492275,485021600,,
2011-02-08,12.63142872,12.6971426,12.57678604,12.68571377,10.72517109,381040800,,
2011-02-09,12.68535709,12.82142925,12.67392921,12.79142857,10.81455135,482745200,,
2011-02-10,12.76392937,12.8571434,12.42857075,12.66214275,10.70524311,928550000,,
2011-02-11,12.6696434,12.77857113,12.6264286,12.74464321,10.77499485,367572800,,
2011-03-01,12.69535732,12.70428562,12.41714287,12.47535706,10.54732609,456136800,,
2011-03-02,12.4985714,12.65535736,12.44285679,12.57571411,10.63217163,602590800,,
2011-03-03,12.75678635,12.84964275,12.71142864,12.84142876,10.85682297,500788400,,
2011-03-04,12.85964298,12.86750031,12.77678585,12.8571434,10.87010288,453266800,,
2011-03-07,12.90714264,12.91678619,12.54678631,12.69142914,10.73000336,546123200,,
2011-03-08,12.67535686,12.76428604,12.5803566,12.70571423,10.74207878,356316800,,
2011-03-09,12.66749954,12.67000008,12.52142906,12.58821392,10.64274216,453306000,,
2011-03-10,12.46857071,12.491786,12.31785679,12.38107109,10.46761131,507539200,,
2011-03-11,12.33321381,12.58285713,12.32142925,12.57107067,10.62824726,471080400,,
2011-04-01,12.53964329,12.55678558,12.26071358,12.30571365,10.40389729,418661600,,
2011-04-04,12.29678631,12.30714321,12.08571434,12.18535709,10.30214119,460084800,,
2011-04-05,12.03535748,12.22321415,12.0,12.10321426,10.23269749,482731200,,
2011-04-06,12.18642902,12.28214264,12.04071426,12.0728569,10.20703125,402539200,,
2011-04-07,12.07499981,12.15821362,12.00107098,12.07428646,10.20824146,373447200,,
2011-04-08,12.14000034,12.14821434,11.92678642,11.96642876,10.11705303,377535200,,
2011-04-11,11.93071365,11.98821354,11.78642941,11.81428623,9.988422394,398946800,,
2011-04-12,11.80321407,11.9189291,11.79285717,11.87142944,10.03673267,425639200,,
2011-05-02,12.49071407,12.51678562,12.33928585,12.36714268,10.45583439,442713600,,
2011-05-03,12.42821407,12.49607086,12.34357071,12.43571377,10.51380634,313348000,,
2011-05-04,12.43785667,12.56535721,12.38857079,12.48464298,10.55517769,389250400,,
2011-05-05,12.44285679,12.53392887,12.35892868,12.38392925,10.47002602,335969200,,
2011-05-06,12.48892879,12.5,12.3646431,12.38071442,10.46731186,280134400,,
2011-05-09,12.42357063,12.47142887,12.37607098,12.41428566,10.49568844,204747200,,
2011-05-10,12.46035671,12.48892879,12.38071442,12.48035717,10.55155182,282091600,,
2011-05-11,12.46500015,12.5,12.32999992,12.40107059,10.48451805,336000000,,
2011-05-12,12.36142921,12.39714336,12.22392941,12.37749958,10.46459198,322000000,,
2011-06-01,12.45964336,12.57607079,12.30892944,12.33964252,10.43258381,554682800,,
2011-06-02,12.375,12.4278574,12.29642868,12.36071396,10.4503994,338783200,,
2011-06-03,12.25642872,12.33321381,12.21464252,12.26571369,10.37007904,313250000,,
2011-06-06,12.34642887,12.39464283,12.06464291,12.0728569,10.20703125,461941200,,
2011-06-07,12.07750034,12.07928562,11.85357094,11.85857105,10.02586174,529785200,,
2011-06-08,11.84928608,11.95714283,11.80892944,11.86571407,10.03189754,333723600,,
2011-06-09,11.90178585,11.91678619,11.8125,11.83892918,10.00925732,275088800,,
2011-06-10,11.80535698,11.84500027,11.62535667,11.63928604,9.840467453,433955200,,
2011-07-01,11.99821377,12.2678566,11.93571377,12.25928593,10.36464787,435313200,,
2011-07-05,12.25,12.49392891,12.2321434,12.47964287,10.55094528,355054000,,
2011-07-06,12.46249962,12.64642906,12.38249969,12.56285667,10.6213007,444626000,,
2011-07-07,12.66678619,12.78571415,12.6428566,12.75714302,10.78555965,399663600,,
2011-07-08,12.61928558,12.8571434,12.57857132,12.84678555,10.86134624,489633200,,
2011-07-11,12.72642899,12.84892941,12.60071373,12.6428566,10.68893814,442674400,,
2011-07-12,12.62607098,12.77428627,12.45071411,12.63392925,10.68139362,451609200,,
2011-08-01,14.20642853,14.2678566,14.01321411,14.1696434,11.97976589,612836000,,
2011-08-02,14.20178604,14.21071434,13.86964321,13.88964272,11.74303532,639539600,,
2011-08-03,13.96357059,14.05535698,13.65142918,14.02035713,11.85354519,732508000,,
2011-08-04,13.90750027,13.97571373,13.47678566,13.47749996,11.39458847,871407600,,
2011-08-05,13.58714294,13.69642925,12.94892883,13.34357071,11.28136063,1204590800,,
2011-08-08,12.91749954,13.1346426,12.60785675,12.6146431,10.66508579,1143833600,,
2011-08-09,12.90357113,13.37892914,12.67857075,13.35750008,11.29313469,1082583600,,
2011-08-10,13.25535679,13.38035679,12.94642925,12.98892879,10.98152828,878656800,,
2011-08-11,13.23285675,13.40892887,13.02571392,13.34642887,11.28377724,741969200,,
2011-08-12,13.50249958,13.55857086,13.3653574,13.46392918,11.38311863,528976000,,
2011-09-01,13.77928638,13.83357143,13.59714317,13.60821438,11.5051012,343725200,,
2011-09-02,13.38357067,13.5,13.27964306,13.35892868,11.29434299,438939200,,
2011-09-06,13.12035656,13.58321381,13.08857059,13.56214333,11.46615505,509698000,,
2011-09-07,13.77000046,13.77142906,13.6428566,13.71178627,11.59266949,350576800,,
2011-09-08,13.65714264,13.87892914,13.65392876,13.71928596,11.59900665,416158400,,
2011-09-09,13.71178627,13.78571415,13.3935709,13.4814291,11.39791107,564813200,,
2011-09-12,13.32142925,13.60285664,13.28214264,13.56928635,11.47219086,467832400,,
2011-10-03,13.58464336,13.66571426,13.32750034,13.37857056,11.31094837,669099200,,
2011-10-04,13.37749958,13.63571358,12.65142918,13.30357075,11.24754047,1233677200,,
2011-10-05,13.13785744,13.56499958,12.86785698,13.50892925,11.4211607,786469600,,
2011-10-06,13.33321381,13.74214268,13.27857113,13.47749996,11.39458847,812582400,,
2011-10-07,13.42071438,13.49071407,13.16035748,13.20714283,11.16601181,535458000,,
2011-10-10,13.53892899,13.88607121,13.50749969,13.88607121,11.74001598,442514800,,
2011-10-11,14.02035713,14.39928627,13.9821434,14.29607105,12.0866518,605687600,,
2011-10-12,14.54785728,14.61607075,14.29071426,14.36392879,12.1440239,622286000,,
2011-11-01,14.19321442,14.2678566,14.04357147,14.16107082,11.97251797,531790000,,
2011-11-02,14.28892899,14.30142879,14.11107063,14.19321442,11.99969292,327350800,,
2011-11-03,14.25249958,14.40714264,14.11999989,14.39535713,12.17059708,441386400,,
2011-11-04,14.35821438,14.40857124,14.25571442,14.29428577,12.085145,302229200,,
2011-11-07,14.28250027,14.28571415,14.14750004,14.27607059,12.06974697,270275600,,
2011-11-08,14.3646431,14.57142925,14.34142876,14.508214,12.26601028,400442000,,
2011-11-09,14.17749977,14.31750011,14.07964325,14.11714268,11.93537426,558684000,,
2011-11-10,14.17964268,14.1860714,13.64821434,13.75785732,11.63162136,744752400,,
2011-11-11,13.80749989,13.88214302,13.58071423,13.73642921,11.6135025,653786000,,
2011-12-01,13.66214275,13.8928566,13.59821415,13.85464287,11.71344376,387181200,,
2011-12-02,13.92249966,14.05821419,13.87785721,13.91785717,11.76689053,379055600,,
2011-12-05,14.05321407,14.15750027,13.94250011,14.03607082,11.86683559,357210000,,
2011-12-06,14.01821423,14.09392929,13.90642929,13.96249962,11.80463505,283598000,,
2011-12-07,13.92607117,13.96214294,13.81285667,13.89607143,11.74847317,304746400,,
2011-12-08,13.98035717,14.125,13.9367857,13.95214272,11.7958746,376356400,,
2011-12-09,14.03035736,14.0728569,13.96535683,14.05785656,11.88525486,296993200,,
2011-12-12,13.98857117,14.06785679,13.90892887,13.99428558,11.83150482,301067200,,
2012-01-03,14.62142944,14.7321434,14.6071434,14.6867857,12.4169836,302220800,,
2012-01-04,14.6428566,14.81000042,14.61714268,14.76571369,12.48371601,260022000,,
2012-01-05,14.81964302,14.94821358,14.73821354,14.92964268,12.62230968,271269600,,
2012-01-06,14.991786,15.09821415,14.97214317,15.08571434,12.75425816,318292800,,
2012-01-09,15.19642925,15.27678585,15.04821396,15.0617857,12.734025,394024400,,
2012-01-10,15.21107101,15.21428585,15.05357075,15.11571407,12.77961922,258196400,,
2012-01-11,15.09571362,15.10178566,14.97535706,15.09107113,12.7587862,215084800,,
2012-01-12,15.08142853,15.10357094,14.9553566,15.04964256,12.72376347,212587200,,
2012-02-01,16.37178612,16.39249992,16.26964378,16.29249954,13.77453709,270046000,,
2012-02-02,16.28214264,16.32749939,16.21357155,16.25428581,13.74222755,186796400,,
2012-02-03,16.33214378,16.4285717,16.27000046,16.41714287,13.87992001,286599600,,
2012-02-06,16.37071419,16.60642815,16.36428642,16.57035637,14.00945091,249412800,,
2012-02-07,16.6160717,16.7767868,16.59214211,16.74392891,14.15620232,316223600,,
2012-02-08,16.8035717,17.0282135,16.77499962,17.02428627,14.39322662,407890000,,
2012-02-09,17.17000008,17.7410717,17.16285706,17.61321449,14.89113808,884214800,,
2012-02-10,17.5342865,17.77214241,17.44821358,17.62214279,14.89868832,631302000,,
2012-03-01,19.57749939,19.5789299,19.24178505,19.44535637,16.44013405,683270000,,
2012-03-02,19.43714333,19.52857018,19.37571335,19.47071457,16.46156693,431712400,,
2012-03-05,19.47928619,19.55285645,18.7857132,19.04142952,16.09862518,809124400,,
2012-03-06,18.70214272,19.06035614,18.43642807,18.93785667,16.01105881,810238800,,
2012-03-07,19.17142868,19.20642853,18.68928528,18.95321465,16.02405167,798520800,,
2012-03-08,19.09607124,19.39249992,19.00428581,19.35678673,16.36524963,516457200,,
2012-03-09,19.4360714,19.56214333,19.39678574,19.47035789,16.46126556,418919200,,
2012-03-12,19.60642815,19.7142868,19.5357132,19.7142868,16.66750145,407282400,,
2012-04-02,21.49392891,22.09892845,21.44214249,22.09392929,18.67936707,598351600,,
2012-04-03,22.40357018,22.5789299,22.23250008,22.47571373,19.00215149,834559600,,
2012-04-04,22.29821396,22.35214233,22.0357132,22.29678535,18.85087585,572980800,,
2012-04-05,22.39214325,22.66642952,22.26428604,22.63142967,19.13380814,641298000,,
2012-04-09,22.36178589,22.85142899,22.33214378,22.72249985,19.21079445,597536800,,
2012-04-10,22.85464287,23.0,22.3571434,22.44428635,18.97557831,889725200,,
2012-04-11,22.72142982,22.74535751,22.26214218,22.36428642,18.90794373,696614800,,
2012-04-12,22.3214283,22.54750061,22.1607132,22.24178505,18.80438042,614336800,,
2012-05-01,20.88928604,21.31285667,20.75821495,20.79035759,17.57725716,610999200,,
2012-05-02,20.72285652,20.97857094,20.67357063,20.92785645,17.69351196,427389200,,
2012-05-03,21.0892868,21.12142944,20.72500038,20.77928543,17.56790733,390549600,,
2012-05-04,20.61000061,20.65571404,20.18464279,20.1875,17.06757545,529992400,,
2012-05-07,20.0535717,20.45607185,20.04392815,20.33857155,17.19530296,460118400,,
2012-05-08,20.34214211,20.4107132,19.95464325,20.29214287,17.15604591,497252000,,
2012-05-09,20.13214302,20.49928665,20.03035736,20.32785606,17.18623734,480704000,,
2012-05-10,20.52071381,20.56714249,20.30142975,20.37571335,17.22669983,333200000,,
2012-05-11,20.1785717,20.51678658,20.15535736,20.2396431,17.11166382,399546000,,
2012-06-01,20.32714272,20.45178604,20.01857185,20.03535652,16.93894768,520987600,,
2012-06-04,20.0535717,20.2678566,19.5892868,20.1532135,17.03858376,556995600,,
2012-06-05,20.04535675,20.23107147,19.94035721,20.1010704,16.9944973,388214400,,
2012-06-06,20.27750015,20.49464226,20.1964283,20.4092865,17.25508881,401455600,,
2012-06-07,20.61750031,20.61857033,20.375,20.41857147,17.26293945,379766800,,
2012-06-08,20.41428566,20.73500061,20.3214283,20.72571373,17.52261353,347516400,,
2012-06-11,20.98999977,21.0178566,20.37964249,20.3989296,17.2463398,591264800,,
2012-06-12,20.5164299,20.59357071,20.23928642,20.57714272,17.39700699,435380400,,
2012-07-02,20.88321495,21.19535637,20.84285736,21.16142845,17.89098358,400092000,,
2012-07-03,21.24571419,21.4285717,21.2142868,21.40749931,18.09903145,241712800,,
2012-07-05,21.44857025,21.94071388,21.41607094,21.78357124,18.41698074,484383200,,
2012-07-06,21.68178558,21.72999954,21.48500061,21.63857079,18.29439163,418930400,,
2012-07-09,21.61785698,21.92499924,21.57535744,21.92464256,18.53624725,379405600,,
2012-07-10,22.07035637,22.13821411,21.61821365,21.7217865,18.36474609,511957600,,
2012-07-11,21.64714241,21.70214272,21.32928658,21.58678627,18.25061226,469322000,,
2012-07-12,21.43714333,21.55249977,21.16714287,21.38928604,18.08362198,428041600,,
2012-08-01,21.99678612,22.01428604,21.5357132,21.67178535,18.32246971,384501600,,
2012-08-02,21.53000069,21.81035614,21.4375,21.7067852,18.35206985,332158400,,
2012-08-03,21.91535759,22.07071495,21.84142876,21.98928642,18.59090042,344920800,,
2012-08-06,22.0460701,22.31678581,21.97357178,22.23392868,18.79773903,302103200,,
2012-08-07,22.24178505,22.3214283,22.0728569,22.17535782,18.74821472,290446800,,
2012-08-08,22.12107086,22.28142929,22.03928566,22.13785744,18.71651268,244706000,,
2012-08-09,22.06607056,22.20464325,22.06428528,22.16892815,18.82325363,221642400,,
2012-08-10,22.0967865,22.20571327,22.09642982,22.20357132,18.85267067,194938800,,
2012-09-04,23.77714348,24.11214256,23.7321434,24.10607147,20.46805573,367892000,,
2012-09-05,24.12750053,24.15535736,23.91428566,23.93678665,20.3243084,336375200,,
2012-09-06,24.04178619,24.22464371,23.95714378,24.15250015,20.5074749,391196400,,
2012-09-07,24.21607018,24.37428665,24.13464355,24.30142975,20.63392448,329666400,,
2012-09-10,24.30178642,24.4032135,23.64642906,23.66928673,20.09718513,487998000,,
2012-09-11,23.75392914,23.93214226,23.4464283,23.59250069,20.03198814,503983200,,
2012-09-12,23.81607056,23.92499924,23.4285717,23.9210701,20.31096649,712233200,,
2012-10-01,23.96999931,24.1696434,23.4464283,23.54964256,19.99559593,543594800,,
2012-10-02,23.63607025,23.79821396,23.23749924,23.61821365,20.05381966,627992400,,
2012-10-03,23.74500084,23.99500084,23.66535759,23.98035622,20.36130714,424281200,,
2012-10-04,23.9732132,24.0803566,23.76964378,23.81428528,20.22029114,370725600,,
2012-10-05,23.75714302,23.7857132,23.26000023,23.30678558,19.78938866,594006000,,
2012-10-08,23.10285759,23.12714386,22.71821404,22.79178619,19.35210991,637994000,,
2012-10-09,22.80892944,22.87464333,22.26964378,22.70892906,19.28175545,838597200,,
2012-10-10,22.84785652,23.03499985,22.75,22.88964272,19.43519974,510356000,,
2012-10-11,23.0892868,23.11428642,22.43214226,22.43214226,19.04674911,546081200,,
2012-10-12,22.48428535,22.69214249,22.33214378,22.4896431,19.0955658,460014800,,
2012-11-01,21.36499977,21.5357132,21.22035789,21.30500031,18.08971024,361298000,,
2012-11-02,21.28178596,21.31964302,20.5267868,20.60000038,17.49110413,599373600,,
2012-11-05,20.84000015,20.99178505,20.62857056,20.87928581,17.72824097,529135600,,
2012-11-06,21.07964325,21.09785652,20.71750069,20.81607056,17.67456627,374917200,,
2012-11-07,20.49428558,20.5192852,19.8482132,19.9285717,16.99828339,793648800,,
2012-11-08,20.02249908,20.07964325,19.11750031,19.2053566,16.38141251,1056146000,,
2012-11-09,19.30071449,19.81714249,19.06142807,19.53785706,16.6650238,929913600,,
2012-11-12,19.79107094,19.8035717,19.23749924,19.38678551,16.53616142,515802000,,
2012-12-03,21.20178604,21.23535728,20.9107132,20.93535614,17.85704231,364280000,,
2012-12-04,20.77857018,20.77857018,20.43321419,20.56607056,17.54204559,557068400,,
2012-12-05,20.31821442,20.3303566,19.24178505,19.24250031,16.41309357,1044638000,,
2012-12-06,18.89071465,19.76107025,18.52249908,19.54428673,16.67051125,1177212400,,
2012-12-07,19.76428604,19.82857132,18.9285717,19.0446434,16.2443428,787040800,,
2012-12-10,18.75,19.23250008,18.62785721,18.92214394,16.13984871,630484400,,
2012-12-11,19.27750015,19.62714386,19.19178581,19.33535767,16.49230576,592345600,,
2012-12-12,19.56321335,19.5714283,19.15250015,19.25,16.41949081,487144000,,
2013-01-02,19.77928543,19.8214283,19.34392929,19.60821342,16.72503662,560518000,,
2013-01-03,19.56714249,19.63107109,19.3214283,19.36071396,16.51393127,352965200,,
2013-01-04,19.17749977,19.23678589,18.77964211,18.8214283,16.05394745,594333600,,
2013-01-07,18.6428566,18.90357018,18.39999962,18.71071434,15.95950794,484156400,,
2013-01-08,18.90035629,18.99607086,18.6160717,18.76107025,16.00245667,458707200,,
2013-01-09,18.6607132,18.75035667,18.42821312,18.46785736,15.75236034,407604400,,
2013-01-10,18.87678528,18.88285637,18.41142845,18.69678688,15.9476223,601146000,,
2013-01-11,18.6071434,18.76142883,18.53642845,18.58214378,15.84984684,350506800,,
2013-02-01,16.39678574,16.40999985,16.01250076,16.20071411,13.81857586,539484400,,
2013-02-04,16.21107101,16.28357124,15.78571415,15.79714298,13.47434425,477117200,,
2013-02-05,15.85892868,16.41928673,15.79357147,16.35142899,13.94712925,573347600,,
2013-02-06,16.30249977,16.6607132,16.1635704,16.33392906,13.93219662,593706400,,
2013-02-07,16.5446434,16.7857132,16.21857071,16.72214317,14.3464632,704580800,,
2013-02-08,16.9285717,17.10035706,16.7232132,16.96357155,14.55358601,633158400,,
2013-02-11,17.0178566,17.31928635,16.9017868,17.14035606,14.70525742,517490400,,
2013-02-12,17.12535667,17.22785759,16.70499992,16.71071434,14.33665562,609053200,,
2013-03-01,15.6428566,15.64928627,15.3564291,15.37392902,13.189785,552448400,,
2013-03-04,15.27857113,15.29285717,14.96428585,15.00178623,12.87051105,582755600,,
2013-03-05,15.0528574,15.54249954,15.02678585,15.39785671,13.21031475,638433600,,
2013-03-06,15.51821423,15.5446434,15.15821362,15.20214272,13.04240417,460250000,,
2013-03-07,15.16071415,15.42892933,15.03785706,15.37785721,13.19315243,468473600,,
2013-03-08,15.35000038,15.55107117,15.30749989,15.41857147,13.22808361,391482000,,
2013-03-11,15.34821415,15.67892933,15.18357086,15.63821411,13.41652107,474236000,,
2013-03-12,15.55714321,15.67428589,15.27035713,15.30107117,13.12727642,465911600,,
2013-04-01,15.78214264,15.84642887,15.27642918,15.31821442,13.14198494,389732000,,
2013-04-02,15.27142906,15.64785671,15.22857094,15.34964275,13.16894627,529519200,,
